instant,dteday,season,yr,mnth,hr,holiday,weather,temp,humidity,windspeed,weekdayname,workday,usertype,numrentals
4908,7/28/2011,summer,2011,7,9,no,clear,44.7,59,13,Thursday,yes,casual,21
4908,7/28/2011,summer,2011,7,9,no,clear,44.7,59,13,Thursday,yes,registered,189
4909,7/28/2011,summer,2011,7,10,no,clear,45.6,55,19,Thursday,yes,casual,30
4909,7/28/2011,summer,2011,7,10,no,clear,45.6,55,19,Thursday,yes,registered,86
4910,7/28/2011,summer,2011,7,11,no,clear,47.5,56,19,Thursday,yes,casual,41
4910,7/28/2011,summer,2011,7,11,no,clear,47.5,56,19,Thursday,yes,registered,113
4911,7/28/2011,summer,2011,7,12,no,clear,47.5,53,17,Thursday,yes,casual,35
4911,7/28/2011,summer,2011,7,12,no,clear,47.5,53,17,Thursday,yes,registered,151
4912,7/28/2011,summer,2011,7,13,no,clear,48.4,47,17,Thursday,yes,casual,26
4912,7/28/2011,summer,2011,7,13,no,clear,48.4,47,17,Thursday,yes,registered,126
4913,7/28/2011,summer,2011,7,14,no,misty,47.5,49,17,Thursday,yes,casual,27
4913,7/28/2011,summer,2011,7,14,no,misty,47.5,49,17,Thursday,yes,registered,111
4914,7/28/2011,summer,2011,7,15,no,clear,48.4,50,13,Thursday,yes,casual,22
4914,7/28/2011,summer,2011,7,15,no,clear,48.4,50,13,Thursday,yes,registered,124
4915,7/28/2011,summer,2011,7,16,no,clear,48.4,47,11,Thursday,yes,casual,42
4915,7/28/2011,summer,2011,7,16,no,clear,48.4,47,11,Thursday,yes,registered,214
4916,7/28/2011,summer,2011,7,17,no,clear,47.5,53,13,Thursday,yes,casual,45
4916,7/28/2011,summer,2011,7,17,no,clear,47.5,53,13,Thursday,yes,registered,423
4917,7/28/2011,summer,2011,7,18,no,clear,47.5,56,15,Thursday,yes,casual,55
4917,7/28/2011,summer,2011,7,18,no,clear,47.5,56,15,Thursday,yes,registered,428
4918,7/28/2011,summer,2011,7,19,no,clear,46.5,59,13,Thursday,yes,casual,37
4918,7/28/2011,summer,2011,7,19,no,clear,46.5,59,13,Thursday,yes,registered,285
4919,7/28/2011,summer,2011,7,20,no,clear,45.6,63,13,Thursday,yes,casual,41
4919,7/28/2011,summer,2011,7,20,no,clear,45.6,63,13,Thursday,yes,registered,229
4920,7/28/2011,summer,2011,7,21,no,clear,44.7,66,19,Thursday,yes,casual,31
4920,7/28/2011,summer,2011,7,21,no,clear,44.7,66,19,Thursday,yes,registered,165
4921,7/28/2011,summer,2011,7,22,no,clear,43.7,70,17,Thursday,yes,casual,25
4921,7/28/2011,summer,2011,7,22,no,clear,43.7,70,17,Thursday,yes,registered,149
4922,7/28/2011,summer,2011,7,23,no,clear,43.7,75,13,Thursday,yes,casual,28
4922,7/28/2011,summer,2011,7,23,no,clear,43.7,75,13,Thursday,yes,registered,95
4923,7/29/2011,summer,2011,7,0,no,clear,42.8,79,11,Friday,yes,casual,12
4923,7/29/2011,summer,2011,7,0,no,clear,42.8,79,11,Friday,yes,registered,45
4924,7/29/2011,summer,2011,7,1,no,clear,42.8,79,9,Friday,yes,casual,12
4924,7/29/2011,summer,2011,7,1,no,clear,42.8,79,9,Friday,yes,registered,22
4925,7/29/2011,summer,2011,7,2,no,clear,42.8,79,0,Friday,yes,casual,3
4925,7/29/2011,summer,2011,7,2,no,clear,42.8,79,0,Friday,yes,registered,10
4926,7/29/2011,summer,2011,7,3,no,clear,42.8,79,0,Friday,yes,casual,2
4926,7/29/2011,summer,2011,7,3,no,clear,42.8,79,0,Friday,yes,registered,9
4927,7/29/2011,summer,2011,7,4,no,clear,41.8,84,9,Friday,yes,casual,2
4927,7/29/2011,summer,2011,7,4,no,clear,41.8,84,9,Friday,yes,registered,4
4928,7/29/2011,summer,2011,7,5,no,clear,41.8,84,0,Friday,yes,casual,4
4928,7/29/2011,summer,2011,7,5,no,clear,41.8,84,0,Friday,yes,registered,23
4929,7/29/2011,summer,2011,7,6,no,misty,41.8,84,0,Friday,yes,casual,7
4929,7/29/2011,summer,2011,7,6,no,misty,41.8,84,0,Friday,yes,registered,83
4930,7/29/2011,summer,2011,7,7,no,misty,42.8,79,6,Friday,yes,casual,26
4930,7/29/2011,summer,2011,7,7,no,misty,42.8,79,6,Friday,yes,registered,228
4931,7/29/2011,summer,2011,7,8,no,misty,43.7,77,0,Friday,yes,casual,30
4931,7/29/2011,summer,2011,7,8,no,misty,43.7,77,0,Friday,yes,registered,354
4932,7/29/2011,summer,2011,7,9,no,clear,48.4,47,17,Friday,yes,casual,28
4932,7/29/2011,summer,2011,7,9,no,clear,48.4,47,17,Friday,yes,registered,151
4933,7/29/2011,summer,2011,7,10,no,clear,50.3,42,19,Friday,yes,casual,37
4933,7/29/2011,summer,2011,7,10,no,clear,50.3,42,19,Friday,yes,registered,69
4934,7/29/2011,summer,2011,7,11,no,clear,51.2,40,20,Friday,yes,casual,43
4934,7/29/2011,summer,2011,7,11,no,clear,51.2,40,20,Friday,yes,registered,118
4935,7/29/2011,summer,2011,7,12,no,clear,53.1,31,19,Friday,yes,casual,40
4935,7/29/2011,summer,2011,7,12,no,clear,53.1,31,19,Friday,yes,registered,95
4936,7/29/2011,summer,2011,7,13,no,clear,52.2,31,0,Friday,yes,casual,42
4936,7/29/2011,summer,2011,7,13,no,clear,52.2,31,0,Friday,yes,registered,114
4937,7/29/2011,summer,2011,7,14,no,clear,53.1,30,15,Friday,yes,casual,34
4937,7/29/2011,summer,2011,7,14,no,clear,53.1,30,15,Friday,yes,registered,114
4938,7/29/2011,summer,2011,7,15,no,clear,53.1,30,17,Friday,yes,casual,40
4938,7/29/2011,summer,2011,7,15,no,clear,53.1,30,17,Friday,yes,registered,129
4939,7/29/2011,summer,2011,7,16,no,clear,53.1,30,26,Friday,yes,casual,35
4939,7/29/2011,summer,2011,7,16,no,clear,53.1,30,26,Friday,yes,registered,198
4940,7/29/2011,summer,2011,7,17,no,clear,53.1,30,20,Friday,yes,casual,47
4940,7/29/2011,summer,2011,7,17,no,clear,53.1,30,20,Friday,yes,registered,374
4941,7/29/2011,summer,2011,7,18,no,clear,51.2,37,22,Friday,yes,casual,49
4941,7/29/2011,summer,2011,7,18,no,clear,51.2,37,22,Friday,yes,registered,313
4942,7/29/2011,summer,2011,7,19,no,clear,50.3,42,15,Friday,yes,casual,22
4942,7/29/2011,summer,2011,7,19,no,clear,50.3,42,15,Friday,yes,registered,219
4943,7/29/2011,summer,2011,7,20,no,clear,48.4,41,22,Friday,yes,casual,53
4943,7/29/2011,summer,2011,7,20,no,clear,48.4,41,22,Friday,yes,registered,153
4944,7/29/2011,summer,2011,7,21,no,clear,46.5,46,11,Friday,yes,casual,29
4944,7/29/2011,summer,2011,7,21,no,clear,46.5,46,11,Friday,yes,registered,134
4945,7/29/2011,summer,2011,7,22,no,clear,45.6,49,15,Friday,yes,casual,47
4945,7/29/2011,summer,2011,7,22,no,clear,45.6,49,15,Friday,yes,registered,127
4946,7/29/2011,summer,2011,7,23,no,clear,44.7,52,7,Friday,yes,casual,26
4946,7/29/2011,summer,2011,7,23,no,clear,44.7,52,7,Friday,yes,registered,90
4947,7/30/2011,summer,2011,7,0,no,clear,43.7,55,13,Saturday,no,casual,60
4947,7/30/2011,summer,2011,7,0,no,clear,43.7,55,13,Saturday,no,registered,73
4948,7/30/2011,summer,2011,7,1,no,clear,43.7,55,6,Saturday,no,casual,15
4948,7/30/2011,summer,2011,7,1,no,clear,43.7,55,6,Saturday,no,registered,75
4949,7/30/2011,summer,2011,7,2,no,clear,43.7,55,7,Saturday,no,casual,11
4949,7/30/2011,summer,2011,7,2,no,clear,43.7,55,7,Saturday,no,registered,31
4950,7/30/2011,summer,2011,7,3,no,clear,42.8,62,11,Saturday,no,casual,18
4950,7/30/2011,summer,2011,7,3,no,clear,42.8,62,11,Saturday,no,registered,25
4951,7/30/2011,summer,2011,7,4,no,clear,41.8,66,11,Saturday,no,casual,4
4951,7/30/2011,summer,2011,7,4,no,clear,41.8,66,11,Saturday,no,registered,6
4952,7/30/2011,summer,2011,7,5,no,clear,41.8,70,19,Saturday,no,casual,4
4952,7/30/2011,summer,2011,7,5,no,clear,41.8,70,19,Saturday,no,registered,9
4953,7/30/2011,summer,2011,7,6,no,clear,41.8,70,20,Saturday,no,casual,6
4953,7/30/2011,summer,2011,7,6,no,clear,41.8,70,20,Saturday,no,registered,18
4954,7/30/2011,summer,2011,7,7,no,clear,43.7,66,13,Saturday,no,casual,3
4954,7/30/2011,summer,2011,7,7,no,clear,43.7,66,13,Saturday,no,registered,39
4955,7/30/2011,summer,2011,7,8,no,clear,44.7,59,15,Saturday,no,casual,27
4955,7/30/2011,summer,2011,7,8,no,clear,44.7,59,15,Saturday,no,registered,87
4956,7/30/2011,summer,2011,7,9,no,clear,46.5,46,20,Saturday,no,casual,49
4956,7/30/2011,summer,2011,7,9,no,clear,46.5,46,20,Saturday,no,registered,125
4957,7/30/2011,summer,2011,7,10,no,clear,46.5,41,20,Saturday,no,casual,79
4957,7/30/2011,summer,2011,7,10,no,clear,46.5,41,20,Saturday,no,registered,182
4958,7/30/2011,summer,2011,7,11,no,clear,47.5,36,13,Saturday,no,casual,111
4958,7/30/2011,summer,2011,7,11,no,clear,47.5,36,13,Saturday,no,registered,206
4959,7/30/2011,summer,2011,7,12,no,clear,47.5,32,11,Saturday,no,casual,111
4959,7/30/2011,summer,2011,7,12,no,clear,47.5,32,11,Saturday,no,registered,230
4960,7/30/2011,summer,2011,7,13,no,clear,49.4,29,0,Saturday,no,casual,125
4960,7/30/2011,summer,2011,7,13,no,clear,49.4,29,0,Saturday,no,registered,183
4961,7/30/2011,summer,2011,7,14,no,clear,50.3,29,0,Saturday,no,casual,112
4961,7/30/2011,summer,2011,7,14,no,clear,50.3,29,0,Saturday,no,registered,193
4962,7/30/2011,summer,2011,7,15,no,clear,50.3,31,9,Saturday,no,casual,113
4962,7/30/2011,summer,2011,7,15,no,clear,50.3,31,9,Saturday,no,registered,189
4963,7/30/2011,summer,2011,7,16,no,clear,50.3,27,15,Saturday,no,casual,126
4963,7/30/2011,summer,2011,7,16,no,clear,50.3,27,15,Saturday,no,registered,176
4964,7/30/2011,summer,2011,7,17,no,clear,50.3,29,7,Saturday,no,casual,93
4964,7/30/2011,summer,2011,7,17,no,clear,50.3,29,7,Saturday,no,registered,209
4965,7/30/2011,summer,2011,7,18,no,clear,49.4,28,13,Saturday,no,casual,92
4965,7/30/2011,summer,2011,7,18,no,clear,49.4,28,13,Saturday,no,registered,207
4966,7/30/2011,summer,2011,7,19,no,clear,42.8,33,15,Saturday,no,casual,101
4966,7/30/2011,summer,2011,7,19,no,clear,42.8,33,15,Saturday,no,registered,155
4967,7/30/2011,summer,2011,7,20,no,clear,46.5,43,9,Saturday,no,casual,74
4967,7/30/2011,summer,2011,7,20,no,clear,46.5,43,9,Saturday,no,registered,132
4968,7/30/2011,summer,2011,7,21,no,clear,45.6,49,11,Saturday,no,casual,82
4968,7/30/2011,summer,2011,7,21,no,clear,45.6,49,11,Saturday,no,registered,123
4969,7/30/2011,summer,2011,7,22,no,clear,44.7,52,7,Saturday,no,casual,80
4969,7/30/2011,summer,2011,7,22,no,clear,44.7,52,7,Saturday,no,registered,129
4970,7/30/2011,summer,2011,7,23,no,clear,43.7,55,6,Saturday,no,casual,63
4970,7/30/2011,summer,2011,7,23,no,clear,43.7,55,6,Saturday,no,registered,114
4971,7/31/2011,summer,2011,7,0,no,clear,43.7,55,6,Sunday,no,casual,33
4971,7/31/2011,summer,2011,7,0,no,clear,43.7,55,6,Sunday,no,registered,80
4972,7/31/2011,summer,2011,7,1,no,clear,42.8,62,6,Sunday,no,casual,8
4972,7/31/2011,summer,2011,7,1,no,clear,42.8,62,6,Sunday,no,registered,71
4973,7/31/2011,summer,2011,7,2,no,clear,42.8,66,6,Sunday,no,casual,19
4973,7/31/2011,summer,2011,7,2,no,clear,42.8,66,6,Sunday,no,registered,48
4974,7/31/2011,summer,2011,7,3,no,clear,42.8,66,0,Sunday,no,casual,24
4974,7/31/2011,summer,2011,7,3,no,clear,42.8,66,0,Sunday,no,registered,26
4975,7/31/2011,summer,2011,7,4,no,clear,41.8,70,0,Sunday,no,casual,6
4975,7/31/2011,summer,2011,7,4,no,clear,41.8,70,0,Sunday,no,registered,7
4976,7/31/2011,summer,2011,7,5,no,clear,41.8,69,0,Sunday,no,casual,4
4976,7/31/2011,summer,2011,7,5,no,clear,41.8,69,0,Sunday,no,registered,4
4977,7/31/2011,summer,2011,7,6,no,clear,42.8,70,0,Sunday,no,casual,5
4977,7/31/2011,summer,2011,7,6,no,clear,42.8,70,0,Sunday,no,registered,8
4978,7/31/2011,summer,2011,7,7,no,clear,42.8,58,9,Sunday,no,casual,19
4978,7/31/2011,summer,2011,7,7,no,clear,42.8,58,9,Sunday,no,registered,26
4979,7/31/2011,summer,2011,7,8,no,clear,43.7,55,15,Sunday,no,casual,54
4979,7/31/2011,summer,2011,7,8,no,clear,43.7,55,15,Sunday,no,registered,88
4980,7/31/2011,summer,2011,7,9,no,clear,45.6,49,0,Sunday,no,casual,55
4980,7/31/2011,summer,2011,7,9,no,clear,45.6,49,0,Sunday,no,registered,128
4981,7/31/2011,summer,2011,7,10,no,clear,47.5,36,11,Sunday,no,casual,91
4981,7/31/2011,summer,2011,7,10,no,clear,47.5,36,11,Sunday,no,registered,163
4982,7/31/2011,summer,2011,7,11,no,clear,48.4,28,11,Sunday,no,casual,112
4982,7/31/2011,summer,2011,7,11,no,clear,48.4,28,11,Sunday,no,registered,163
4983,7/31/2011,summer,2011,7,12,no,clear,50.3,25,13,Sunday,no,casual,146
4983,7/31/2011,summer,2011,7,12,no,clear,50.3,25,13,Sunday,no,registered,192
4984,7/31/2011,summer,2011,7,13,no,clear,50.3,24,9,Sunday,no,casual,142
4984,7/31/2011,summer,2011,7,13,no,clear,50.3,24,9,Sunday,no,registered,152
4985,7/31/2011,summer,2011,7,14,no,clear,50.3,24,11,Sunday,no,casual,130
4985,7/31/2011,summer,2011,7,14,no,clear,50.3,24,11,Sunday,no,registered,196
4986,7/31/2011,summer,2011,7,15,no,clear,51.2,18,20,Sunday,no,casual,109
4986,7/31/2011,summer,2011,7,15,no,clear,51.2,18,20,Sunday,no,registered,184
4987,7/31/2011,summer,2011,7,16,no,clear,51.2,17,19,Sunday,no,casual,98
4987,7/31/2011,summer,2011,7,16,no,clear,51.2,17,19,Sunday,no,registered,208
4988,7/31/2011,summer,2011,7,17,no,clear,51.2,16,11,Sunday,no,casual,114
4988,7/31/2011,summer,2011,7,17,no,clear,51.2,16,11,Sunday,no,registered,206
4989,7/31/2011,summer,2011,7,18,no,clear,48.4,41,19,Sunday,no,casual,91
4989,7/31/2011,summer,2011,7,18,no,clear,48.4,41,19,Sunday,no,registered,213
4990,7/31/2011,summer,2011,7,19,no,clear,45.6,55,22,Sunday,no,casual,87
4990,7/31/2011,summer,2011,7,19,no,clear,45.6,55,22,Sunday,no,registered,187
4991,7/31/2011,summer,2011,7,20,no,clear,45.6,55,22,Sunday,no,casual,70
4991,7/31/2011,summer,2011,7,20,no,clear,45.6,55,22,Sunday,no,registered,205
4992,7/31/2011,summer,2011,7,21,no,clear,44.7,59,20,Sunday,no,casual,68
4992,7/31/2011,summer,2011,7,21,no,clear,44.7,59,20,Sunday,no,registered,96
4993,7/31/2011,summer,2011,7,22,no,clear,42.8,70,20,Sunday,no,casual,25
4993,7/31/2011,summer,2011,7,22,no,clear,42.8,70,20,Sunday,no,registered,71
4994,7/31/2011,summer,2011,7,23,no,clear,42.8,66,15,Sunday,no,casual,14
4994,7/31/2011,summer,2011,7,23,no,clear,42.8,66,15,Sunday,no,registered,56
4995,8/1/2011,summer,2011,8,0,no,clear,41.8,70,15,Monday,yes,casual,7
4995,8/1/2011,summer,2011,8,0,no,clear,41.8,70,15,Monday,yes,registered,22
4996,8/1/2011,summer,2011,8,1,no,clear,41.8,74,13,Monday,yes,casual,5
4996,8/1/2011,summer,2011,8,1,no,clear,41.8,74,13,Monday,yes,registered,12
4997,8/1/2011,summer,2011,8,2,no,clear,40.9,74,7,Monday,yes,casual,4
4997,8/1/2011,summer,2011,8,2,no,clear,40.9,74,7,Monday,yes,registered,7
4998,8/1/2011,summer,2011,8,3,no,clear,40.9,79,11,Monday,yes,casual,0
4998,8/1/2011,summer,2011,8,3,no,clear,40.9,79,11,Monday,yes,registered,4
4999,8/1/2011,summer,2011,8,4,no,clear,39,83,9,Monday,yes,casual,2
4999,8/1/2011,summer,2011,8,4,no,clear,39,83,9,Monday,yes,registered,2
5000,8/1/2011,summer,2011,8,5,no,clear,39,83,7,Monday,yes,casual,2
5000,8/1/2011,summer,2011,8,5,no,clear,39,83,7,Monday,yes,registered,24
5001,8/1/2011,summer,2011,8,6,no,clear,39,83,6,Monday,yes,casual,3
5001,8/1/2011,summer,2011,8,6,no,clear,39,83,6,Monday,yes,registered,97
5002,8/1/2011,summer,2011,8,7,no,clear,42.8,62,0,Monday,yes,casual,24
5002,8/1/2011,summer,2011,8,7,no,clear,42.8,62,0,Monday,yes,registered,258
5003,8/1/2011,summer,2011,8,8,no,clear,45.6,43,13,Monday,yes,casual,35
5003,8/1/2011,summer,2011,8,8,no,clear,45.6,43,13,Monday,yes,registered,347
5004,8/1/2011,summer,2011,8,9,no,clear,46.5,41,0,Monday,yes,casual,27
5004,8/1/2011,summer,2011,8,9,no,clear,46.5,41,0,Monday,yes,registered,139
5005,8/1/2011,summer,2011,8,10,no,clear,48.4,36,11,Monday,yes,casual,27
5005,8/1/2011,summer,2011,8,10,no,clear,48.4,36,11,Monday,yes,registered,70
5006,8/1/2011,summer,2011,8,11,no,clear,49.4,32,11,Monday,yes,casual,53
5006,8/1/2011,summer,2011,8,11,no,clear,49.4,32,11,Monday,yes,registered,66
5007,8/1/2011,summer,2011,8,12,no,clear,50.3,33,17,Monday,yes,casual,53
5007,8/1/2011,summer,2011,8,12,no,clear,50.3,33,17,Monday,yes,registered,115
5008,8/1/2011,summer,2011,8,13,no,clear,50.3,31,20,Monday,yes,casual,38
5008,8/1/2011,summer,2011,8,13,no,clear,50.3,31,20,Monday,yes,registered,112
5009,8/1/2011,summer,2011,8,14,no,clear,51.2,29,13,Monday,yes,casual,37
5009,8/1/2011,summer,2011,8,14,no,clear,51.2,29,13,Monday,yes,registered,86
5010,8/1/2011,summer,2011,8,15,no,clear,50.3,27,0,Monday,yes,casual,52
5010,8/1/2011,summer,2011,8,15,no,clear,50.3,27,0,Monday,yes,registered,77
5011,8/1/2011,summer,2011,8,16,no,clear,50.3,27,0,Monday,yes,casual,34
5011,8/1/2011,summer,2011,8,16,no,clear,50.3,27,0,Monday,yes,registered,197
5012,8/1/2011,summer,2011,8,17,no,clear,43.7,45,20,Monday,yes,casual,69
5012,8/1/2011,summer,2011,8,17,no,clear,43.7,45,20,Monday,yes,registered,445
5013,8/1/2011,summer,2011,8,18,no,clear,44.7,43,13,Monday,yes,casual,68
5013,8/1/2011,summer,2011,8,18,no,clear,44.7,43,13,Monday,yes,registered,475
5014,8/1/2011,summer,2011,8,19,no,clear,42.8,51,15,Monday,yes,casual,63
5014,8/1/2011,summer,2011,8,19,no,clear,42.8,51,15,Monday,yes,registered,350
5015,8/1/2011,summer,2011,8,20,no,clear,41.8,62,15,Monday,yes,casual,49
5015,8/1/2011,summer,2011,8,20,no,clear,41.8,62,15,Monday,yes,registered,256
5016,8/1/2011,summer,2011,8,21,no,clear,40.9,70,17,Monday,yes,casual,42
5016,8/1/2011,summer,2011,8,21,no,clear,40.9,70,17,Monday,yes,registered,178
5017,8/1/2011,summer,2011,8,22,no,clear,40.9,70,6,Monday,yes,casual,21
5017,8/1/2011,summer,2011,8,22,no,clear,40.9,70,6,Monday,yes,registered,116
5018,8/1/2011,summer,2011,8,23,no,clear,40,74,13,Monday,yes,casual,14
5018,8/1/2011,summer,2011,8,23,no,clear,40,74,13,Monday,yes,registered,82
5019,8/2/2011,summer,2011,8,0,no,clear,39,74,0,Tuesday,yes,casual,11
5019,8/2/2011,summer,2011,8,0,no,clear,39,74,0,Tuesday,yes,registered,18
5020,8/2/2011,summer,2011,8,1,no,clear,39,74,7,Tuesday,yes,casual,4
5020,8/2/2011,summer,2011,8,1,no,clear,39,74,7,Tuesday,yes,registered,8
5021,8/2/2011,summer,2011,8,2,no,clear,40,69,0,Tuesday,yes,casual,2
5021,8/2/2011,summer,2011,8,2,no,clear,40,69,0,Tuesday,yes,registered,6
5022,8/2/2011,summer,2011,8,3,no,clear,39,74,13,Tuesday,yes,casual,0
5022,8/2/2011,summer,2011,8,3,no,clear,39,74,13,Tuesday,yes,registered,5
5023,8/2/2011,summer,2011,8,4,no,clear,39,74,7,Tuesday,yes,casual,0
5023,8/2/2011,summer,2011,8,4,no,clear,39,74,7,Tuesday,yes,registered,10
5024,8/2/2011,summer,2011,8,5,no,clear,39,74,9,Tuesday,yes,casual,4
5024,8/2/2011,summer,2011,8,5,no,clear,39,74,9,Tuesday,yes,registered,17
5025,8/2/2011,summer,2011,8,6,no,clear,40,69,7,Tuesday,yes,casual,12
5025,8/2/2011,summer,2011,8,6,no,clear,40,69,7,Tuesday,yes,registered,105
5026,8/2/2011,summer,2011,8,7,no,clear,41.8,61,19,Tuesday,yes,casual,15
5026,8/2/2011,summer,2011,8,7,no,clear,41.8,61,19,Tuesday,yes,registered,320
5027,8/2/2011,summer,2011,8,8,no,clear,42.8,58,19,Tuesday,yes,casual,37
5027,8/2/2011,summer,2011,8,8,no,clear,42.8,58,19,Tuesday,yes,registered,398
5028,8/2/2011,summer,2011,8,9,no,clear,44.7,46,20,Tuesday,yes,casual,31
5028,8/2/2011,summer,2011,8,9,no,clear,44.7,46,20,Tuesday,yes,registered,182
5029,8/2/2011,summer,2011,8,10,no,clear,46.5,36,20,Tuesday,yes,casual,50
5029,8/2/2011,summer,2011,8,10,no,clear,46.5,36,20,Tuesday,yes,registered,90
5030,8/2/2011,summer,2011,8,11,no,clear,47.5,32,28,Tuesday,yes,casual,32
5030,8/2/2011,summer,2011,8,11,no,clear,47.5,32,28,Tuesday,yes,registered,96
5031,8/2/2011,summer,2011,8,12,no,clear,48.4,30,19,Tuesday,yes,casual,45
5031,8/2/2011,summer,2011,8,12,no,clear,48.4,30,19,Tuesday,yes,registered,112
5032,8/2/2011,summer,2011,8,13,no,clear,48.4,30,15,Tuesday,yes,casual,50
5032,8/2/2011,summer,2011,8,13,no,clear,48.4,30,15,Tuesday,yes,registered,153
5033,8/2/2011,summer,2011,8,14,no,clear,50.3,25,19,Tuesday,yes,casual,45
5033,8/2/2011,summer,2011,8,14,no,clear,50.3,25,19,Tuesday,yes,registered,114
5034,8/2/2011,summer,2011,8,15,no,clear,50.3,25,19,Tuesday,yes,casual,48
5034,8/2/2011,summer,2011,8,15,no,clear,50.3,25,19,Tuesday,yes,registered,120
5035,8/2/2011,summer,2011,8,16,no,clear,50.3,25,19,Tuesday,yes,casual,58
5035,8/2/2011,summer,2011,8,16,no,clear,50.3,25,19,Tuesday,yes,registered,216
5036,8/2/2011,summer,2011,8,17,no,misty,50.3,27,9,Tuesday,yes,casual,63
5036,8/2/2011,summer,2011,8,17,no,misty,50.3,27,9,Tuesday,yes,registered,493
5037,8/2/2011,summer,2011,8,18,no,misty,48.4,34,13,Tuesday,yes,casual,65
5037,8/2/2011,summer,2011,8,18,no,misty,48.4,34,13,Tuesday,yes,registered,491
5038,8/2/2011,summer,2011,8,19,no,misty,48.4,36,15,Tuesday,yes,casual,85
5038,8/2/2011,summer,2011,8,19,no,misty,48.4,36,15,Tuesday,yes,registered,369
5039,8/2/2011,summer,2011,8,20,no,misty,46.5,46,17,Tuesday,yes,casual,40
5039,8/2/2011,summer,2011,8,20,no,misty,46.5,46,17,Tuesday,yes,registered,248
5040,8/2/2011,summer,2011,8,21,no,clear,45.6,52,15,Tuesday,yes,casual,53
5040,8/2/2011,summer,2011,8,21,no,clear,45.6,52,15,Tuesday,yes,registered,201
5041,8/2/2011,summer,2011,8,22,no,misty,44.7,59,11,Tuesday,yes,casual,22
5041,8/2/2011,summer,2011,8,22,no,misty,44.7,59,11,Tuesday,yes,registered,169
5042,8/2/2011,summer,2011,8,23,no,misty,45.6,49,11,Tuesday,yes,casual,29
5042,8/2/2011,summer,2011,8,23,no,misty,45.6,49,11,Tuesday,yes,registered,103
5043,8/3/2011,summer,2011,8,0,no,misty,45.6,49,11,Wednesday,yes,casual,11
5043,8/3/2011,summer,2011,8,0,no,misty,45.6,49,11,Wednesday,yes,registered,32
5044,8/3/2011,summer,2011,8,1,no,misty,44.7,52,11,Wednesday,yes,casual,7
5044,8/3/2011,summer,2011,8,1,no,misty,44.7,52,11,Wednesday,yes,registered,9
5045,8/3/2011,summer,2011,8,2,no,misty,44.7,49,11,Wednesday,yes,casual,2
5045,8/3/2011,summer,2011,8,2,no,misty,44.7,49,11,Wednesday,yes,registered,9
5046,8/3/2011,summer,2011,8,3,no,misty,43.7,55,6,Wednesday,yes,casual,0
5046,8/3/2011,summer,2011,8,3,no,misty,43.7,55,6,Wednesday,yes,registered,4
5047,8/3/2011,summer,2011,8,4,no,misty,43.7,52,11,Wednesday,yes,casual,0
5047,8/3/2011,summer,2011,8,4,no,misty,43.7,52,11,Wednesday,yes,registered,7
5048,8/3/2011,summer,2011,8,5,no,misty,43.7,55,6,Wednesday,yes,casual,2
5048,8/3/2011,summer,2011,8,5,no,misty,43.7,55,6,Wednesday,yes,registered,22
5049,8/3/2011,summer,2011,8,6,no,light rain,41.8,66,33,Wednesday,yes,casual,9
5049,8/3/2011,summer,2011,8,6,no,light rain,41.8,66,33,Wednesday,yes,registered,101
5050,8/3/2011,summer,2011,8,7,no,misty,42.8,51,15,Wednesday,yes,casual,19
5050,8/3/2011,summer,2011,8,7,no,misty,42.8,51,15,Wednesday,yes,registered,252
5051,8/3/2011,summer,2011,8,8,no,misty,42.8,51,11,Wednesday,yes,casual,29
5051,8/3/2011,summer,2011,8,8,no,misty,42.8,51,11,Wednesday,yes,registered,408
5052,8/3/2011,summer,2011,8,9,no,misty,42.8,55,13,Wednesday,yes,casual,23
5052,8/3/2011,summer,2011,8,9,no,misty,42.8,55,13,Wednesday,yes,registered,172
5053,8/3/2011,summer,2011,8,10,no,light rain,42.8,58,6,Wednesday,yes,casual,9
5053,8/3/2011,summer,2011,8,10,no,light rain,42.8,58,6,Wednesday,yes,registered,59
5054,8/3/2011,summer,2011,8,11,no,misty,42.8,58,7,Wednesday,yes,casual,29
5054,8/3/2011,summer,2011,8,11,no,misty,42.8,58,7,Wednesday,yes,registered,93
5055,8/3/2011,summer,2011,8,12,no,light rain,43.7,55,9,Wednesday,yes,casual,19
5055,8/3/2011,summer,2011,8,12,no,light rain,43.7,55,9,Wednesday,yes,registered,142
5056,8/3/2011,summer,2011,8,13,no,misty,43.7,58,15,Wednesday,yes,casual,37
5056,8/3/2011,summer,2011,8,13,no,misty,43.7,58,15,Wednesday,yes,registered,107
5057,8/3/2011,summer,2011,8,14,no,misty,43.7,58,15,Wednesday,yes,casual,43
5057,8/3/2011,summer,2011,8,14,no,misty,43.7,58,15,Wednesday,yes,registered,104
5058,8/3/2011,summer,2011,8,15,no,misty,40.9,79,9,Wednesday,yes,casual,31
5058,8/3/2011,summer,2011,8,15,no,misty,40.9,79,9,Wednesday,yes,registered,87
5059,8/3/2011,summer,2011,8,16,no,light rain,40,79,0,Wednesday,yes,casual,21
5059,8/3/2011,summer,2011,8,16,no,light rain,40,79,0,Wednesday,yes,registered,129
5060,8/3/2011,summer,2011,8,17,no,misty,40.9,79,0,Wednesday,yes,casual,47
5060,8/3/2011,summer,2011,8,17,no,misty,40.9,79,0,Wednesday,yes,registered,378
